,Y
5048,1
2808,1
1769,1
5006,1
5268,1
2558,1
4222,1
2537,1
1988,1
4636,1
4582,1
1935,1
3828,1
2158,1
2593,1
2430,1
1621,1
659,1
3858,1
4056,1
4673,1
3207,1
3719,1
1610,1
4717,1
1312,1
879,1
3154,1
3323,1
4422,1
2676,1
4009,1
5679,1
5065,1
5618,1
2723,1
150,1
280,1
2684,1
3058,1
5870,1
4065,1
4860,1
6226,1
1494,1
240,1
4226,1
1819,1
5234,1
226,1
5273,1
5280,1
5002,1
303,1
1887,1
6006,1
4229,1
3497,1
867,1
3604,1
5003,1
2565,1
87,1
4562,1
4810,1
6475,1
4169,1
348,1
6175,1
1233,1
3869,1
2475,1
165,1
335,1
324,1
2912,1
3596,1
470,1
4272,1
2843,1
2473,1
6010,1
2115,1
3457,1
5321,1
5792,1
1662,1
2884,1
3080,1
1021,1
2750,1
759,1
2758,1
2154,1
5096,1
2469,1
1358,1
5944,1
4544,1
3499,1
3651,1
1715,1
2041,1
2038,1
2220,1
2887,1
2204,1
4922,1
3420,1
117,1
3289,1
665,1
1053,1
838,1
4084,1
5247,1
1554,1
2127,1
97,1
1279,1
4217,1
4210,1
1365,1
773,1
2106,1
2497,1
6474,1
3348,1
2042,1
293,1
3818,1
6289,1
5322,1
2011,1
1516,1
4866,1
5433,1
4720,1
5000,1
713,1
3135,1
1230,1
6502,1
3221,1
1875,1
5317,1
5776,1
1779,1
2261,1
3202,1
2967,1
4695,1
811,1
5990,1
6376,1
3911,1
4601,1
4162,1
5335,1
2765,1
5111,1
5124,1
1931,1
6179,1
3693,1
5723,1
6510,1
1253,1
3320,1
4738,1
1032,1
198,1
2703,1
2503,1
510,1
3689,1
2416,1
5738,1
3638,1
4593,1
1281,1
5978,1
2061,1
653,1
4804,1
1808,1
1722,1
2114,1
5777,1
2500,1
3526,1
3949,1
4483,1
5877,1
1480,1
273,1
6377,1
1130,1
5483,1
6055,1
5394,1
1955,1
2328,1
3931,1
5923,1
1788,1
3519,1
5044,1
1768,1
3512,1
4231,1
4316,1
486,1
5300,1
4147,1
6145,1
1552,1
2028,1
555,1
398,1
3727,1
2943,1
2333,1
3855,1
5357,1
2024,1
4139,1
1771,1
5238,1
5425,1
1518,1
2621,1
1458,1
2736,1
4280,1
1598,1
4655,1
2062,1
6279,1
978,1
29,1
5316,1
1422,1
2027,1
3240,1
5186,1
1255,1
2179,1
925,1
364,1
938,1
919,1
3347,1
1205,1
1115,1
4397,1
5709,1
249,1
1553,1
6333,1
194,1
6458,1
3491,1
1350,1
2709,1
210,1
1379,1
5920,1
2105,1
2938,1
2569,1
1798,1
21,1
2276,1
1726,1
6236,1
4807,1
2165,1
2669,1
6334,1
4557,1
1777,1
5708,1
3730,1
4157,1
5456,1
3174,1
1585,1
4977,1
6186,1
4711,1
1225,1
3677,1
1473,1
5597,1
2970,1
2850,1
4096,1
6222,1
5783,1
3279,1
315,1
6188,1
5767,1
2300,1
5606,1
3559,1
6315,1
5960,1
4090,1
5838,1
635,1
5355,1
5875,1
6081,1
6094,1
1163,1
5364,1
46,1
2478,1
6012,1
3788,1
5336,1
4414,1
718,1
381,1
737,1
5625,1
253,1
6485,1
5252,1
5430,1
6068,1
5921,1
3066,1
4848,1
2366,1
127,1
784,1
2016,1
1694,1
1400,1
213,1
5399,1
4180,1
2638,1
6009,1
2059,1
2936,1
5278,1
1958,1
4003,1
2615,1
1276,1
3237,1
1866,1
660,1
4101,1
4185,1
4423,1
2094,1
4245,1
4384,1
238,1
3494,1
248,1
4103,1
5145,1
4518,1
2799,1
1282,1
903,1
5192,1
3248,1
2491,1
5731,1
6112,1
4465,1
479,1
1920,1
734,1
3469,1
1219,1
1616,1
5655,1
809,1
4461,1
2583,1
814,1
6439,1
4604,1
4066,1
5149,1
3617,1
2575,1
3277,1
6326,1
6023,1
2299,1
4532,1
4535,1
4401,1
6220,1
2278,1
355,1
1973,1
4495,1
3166,1
607,1
1474,1
2700,1
4662,1
1273,1
4725,1
2620,1
284,1
1477,1
1846,1
3860,1
2634,1
3671,1
4542,1
4057,1
5756,1
5496,1
1254,1
1512,1
949,1
1914,1
2185,1
6288,1
3932,1
2909,1
2325,1
5467,1
1986,1
4960,1
2066,1
1455,1
3824,1
3460,1
2338,1
1164,1
4346,1
4580,1
1446,1
212,1
3259,1
5228,1
1735,1
2931,1
4014,1
5486,1
6036,1
3505,1
2882,1
5397,1
3513,1
5381,1
1179,1
3355,1
2258,1
5147,1
6449,1
1001,1
3422,1
4648,1
450,1
1239,1
3927,1
3319,1
2922,1
4752,1
5217,1
6120,1
1767,1
6512,1
5360,1
1965,1
1663,1
3553,1
2298,1
6456,1
2108,1
2387,1
5212,1
3266,1
3635,1
1306,1
553,1
3999,1
4729,1
1637,1
3402,1
1600,1
3390,1
1484,1
2079,1
3938,1
4965,1
2096,1
6345,1
2344,1
5422,1
1643,1
3796,1
426,1
6170,1
3925,1
6283,1
3654,1
2950,1
5431,1
1398,1
4035,1
2502,1
2623,1
3177,1
5754,1
1915,1
4713,1
5132,1
4191,1
2169,1
1356,1
1844,1
1103,1
1558,1
6128,1
4028,1
5684,1
4020,1
278,1
1778,1
5007,1
1528,1
1005,1
4759,1
1262,1
901,1
5493,1
557,1
4287,1
4840,1
1582,1
2921,1
661,1
630,1
4324,1
1433,1
875,1
474,1
4578,1
4404,1
4795,1
4032,1
2890,1
4748,1
5781,1
3481,1
6341,1
204,1
1763,1
1514,1
4659,1
2210,1
1538,1
3132,1
4235,1
2112,1
6106,1
3530,1
2873,1
842,1
3332,1
3950,1
6089,1
5271,1
5734,1
720,1
6383,1
1809,1
6483,1
1478,1
2878,1
3179,1
1121,1
774,1
5352,1
1849,1
230,1
5633,1
4780,1
6336,1
537,1
5221,1
4253,1
4424,1
5293,1
5864,1
5285,1
1185,1
5825,1
578,1
4959,1
6122,1
679,1
2996,1
3034,1
5822,1
631,1
2551,1
6316,1
5417,1
3464,1
59,1
6421,1
4107,1
1855,1
1003,1
1453,1
4319,1
445,1
2128,1
4490,1
522,1
4973,1
3811,1
4741,1
460,1
2810,1
469,1
8,1
5208,1
5167,1
4975,1
2274,1
6135,1
4727,1
3663,1
5821,1
1109,1
11,1
4380,1
3199,1
5954,1
627,1
4155,1
4361,1
1063,1
2368,1
3400,1
1838,1
3244,1
3552,1
390,1
4567,1
2949,1
4898,1
3049,1
5198,1
3089,1
2428,1
2533,1
4342,1
5077,1
1927,1
3979,1
892,1
4194,1
1044,1
3095,1
4015,1
5251,1
513,1
5423,1
252,1
6504,1
1520,1
305,1
423,1
1107,1
5670,1
5128,1
1602,1
1555,1
1669,1
1040,1
1281,1
95,1
39,1
642,1
599,1
251,1
29,1
1786,1
503,1
159,1
1574,1
460,1
1872,1
751,1
1022,1
964,1
347,1
773,1
1092,1
901,1
114,1
395,1
1338,1
974,1
1247,1
1242,1
1365,1
1062,1
1082,1
1556,1
607,1
635,1
848,1
1106,1
1796,1
19,1
1588,1
1615,1
388,1
622,1
181,1
1554,1
184,1
845,1
928,1
352,1
540,1
239,1
936,1
1048,1
934,1
1015,1
1473,1
795,1
1011,1
1424,1
192,1
1712,1
104,1
687,1
844,1
1067,1
1641,1
1746,1
626,1
410,1
750,1
1083,1
929,1
1538,1
471,1
1321,1
444,1
13,1
608,1
1044,1
1531,1
264,1
178,1
1279,1
592,1
989,1
1715,1
402,1
1000,1
1112,1
59,1
1850,1
1774,1
1661,1
621,1
1120,1
741,1
1163,1
510,1
690,1
505,1
629,1
298,1
691,1
1609,1
727,1
1058,1
187,1
1433,1
1756,1
173,1
1874,1
744,1
354,1
1496,1
739,1
31,1
1059,1
1447,1
1727,1
1529,1
1244,1
1180,1
1862,1
1763,1
1097,1
737,1
748,1
1878,1
753,1
554,1
170,1
1394,1
1272,1
1732,1
479,1
1377,1
1634,1
1827,1
1638,1
1819,1
1315,1
432,1
1549,1
1741,1
634,1
1733,1
1719,1
189,1
1472,1
1876,1
1834,1
715,1
205,1
1764,1
1001,1
1747,1
324,1
340,1
1627,1
448,1
1297,1
521,1
1859,1
296,1
1797,1
839,1
318,1
97,1
252,1
1265,1
1094,1
1839,1
550,1
1130,1
1844,1
1667,1
632,1
899,1
949,1
1843,1
1245,1
1309,1
1728,1
1091,1
1181,1
1278,1
1505,1
284,1
1335,1
1086,1
1512,1
1122,1
1452,1
238,1
1838,1
228,1
1101,1
1868,1
1717,1
1152,1
1517,1
286,1
665,1
34,1
1328,1
1171,1
790,1
1121,1
1456,1
335,1
297,1
772,1
556,1
1173,1
1801,1
422,1
762,1
1689,1
755,1
148,1
21,1
1403,1
601,1
1157,1
484,1
893,1
92,1
1509,1
1761,1
641,1
1438,1
1668,1
933,1
246,1
55,1
1587,1
1792,1
1664,1
1063,1
145,1
1140,1
1777,1
1302,1
209,1
1599,1
371,1
1462,1
1400,1
1788,1
1688,1
1285,1
429,1
323,1
1019,1
1635,1
1119,1
517,1
905,1
760,1
1410,1
941,1
45,1
1289,1
1443,1
931,1
1471,1
194,1
1611,1
535,1
1185,1
1758,1
1100,1
361,1
842,1
867,1
1208,1
87,1
1134,1
1138,1
1349,1
291,1
1461,1
1520,1
349,1
274,1
1023,1
1426,1
1481,1
394,1
1274,1
1222,1
897,1
1685,1
1558,1
1387,1
1603,1
387,1
1807,1
315,1
747,1
620,1
1718,1
1566,1
200,1
882,1
303,1
337,1
404,1
740,1
1528,1
1670,1
761,1
1344,1
1188,1
1388,1
1494,1
1618,1
1873,1
1069,1
815,1
314,1
1385,1
1369,1
1822,1
1821,1
66,1
54,1
909,1
1507,1
1151,1
417,1
1029,1
169,1
731,1
120,1
902,1
826,1
1183,1
1418,1
1273,1
1217,1
1055,1
1107,1
56,1
573,1
890,1
242,1
1730,1
1780,1
413,1
492,1
240,1
868,1
35,1
1557,1
60,1
545,1
1262,1
1415,1
924,1
1601,1
1303,1
1093,1
987,1
1748,1
470,1
1681,1
911,1
966,1
591,1
1182,1
1038,1
1484,1
1432,1
1448,1
1184,1
147,1
5745,1
889,1
3202,1
2305,1
5772,1
1466,1
4744,1
1073,1
3447,1
377,1
4356,1
1748,1
5128,1
3855,1
4536,1
4819,1
2797,1
3422,1
5586,1
2938,1
2594,1
5425,1
4333,1
1279,1
1093,1
5206,1
4742,1
2831,1
737,1
4569,1
4382,1
3183,1
3927,1
4132,1
4341,1
3355,1
1528,1
5540,1
4665,1
4057,1
2967,1
4919,1
585,1
3397,1
540,1
1955,1
3018,1
1819,1
237,1
3201,1
3775,1
5030,1
1685,1
3929,1
543,1
2083,1
5005,1
5347,1
2887,1
1675,1
35,1
868,1
938,1
80,1
4712,1
395,1
1079,1
5232,1
5603,1
3319,1
1163,1
1404,1
556,1
2319,1
4318,1
1950,1
2362,1
73,1
4277,1
4575,1
4284,1
687,1
988,1
5619,1
587,1
2358,1
2506,1
3320,1
1808,1
3510,1
393,1
2185,1
2932,1
17,1
3207,1
3635,1
443,1
1968,1
5154,1
4101,1
2678,1
2843,1
3645,1
3213,1
2593,1
1494,1
1306,1
260,1
297,1
790,1
2370,1
5163,1
892,1
2053,1
1397,1
4385,1
492,1
5022,1
3051,1
5025,1
4616,1
4025,1
1379,1
4980,1
5585,1
1649,1
978,1
5191,1
5769,1
4138,1
3270,1
4219,1
5770,1
2569,1
5376,1
3174,1
1199,1
2850,1
3938,1
2298,1
1019,1
3352,1
2221,1
2827,1
5009,1
3430,1
2972,1
647,1
4155,1
3911,1
2553,1
3027,1
620,1
695,1
89,1
79,1
3348,1
2042,1
1707,1
5768,1
139,1
2703,1
3457,1
677,1
2601,1
5144,1
1219,1
2638,1
4010,1
2473,1
1616,1
133,1
2709,1
809,1
1363,1
1053,1
4910,1
3414,1
3166,1
2500,1
2588,1
1752,1
1883,1
905,1
2217,1
2258,1
2158,1
675,1
4918,1
1339,1
283,1
3559,1
2772,1
190,1
1350,1
3858,1
2558,1
5279,1
186,1
1332,1
1688,1
1615,1
4496,1
2502,1
5536,1
3597,1
2105,1
1412,1
5003,1
2156,1
3618,1
3271,1
2142,1
13,1
4630,1
1635,1
1558,1
1740,1
2765,1
225,1
3240,1
5305,1
3915,1
760,1
4396,1
2272,1
3323,1
594,1
1993,1
5496,1
3693,1
3356,1
2341,1
3903,1
5335,1
1878,1
3038,1
3979,1
1303,1
1582,1
5266,1
3512,1
2462,1
931,1
2277,1
5597,1
1473,1
3140,1
2865,1
1931,1
3393,1
2096,1
1377,1
3466,1
5539,1
5135,1
490,1
1914,1
1552,1
2406,1
475,1
3791,1
123,1
2344,1
4244,1
4261,1
5085,1
3237,1
2619,1
5257,1
3818,1
1149,1
4420,1
5119,1
1198,1
5007,1
4072,1
2012,1
3052,1
1229,1
5649,1
2808,1
2043,1
4722,1
103,1
2989,1
2863,1
2332,1
2758,1
1312,1
4035,1
4571,1
2132,1
3595,1
3923,1
5125,1
533,1
4491,1
188,1
2621,1
1826,1
550,1
2207,1
3349,1
4178,1
673,1
55,1
3651,1
1771,1
5691,1
2527,1
4509,1
2862,1
4589,1
2657,1
5726,1
2231,1
5438,1
1890,1
4738,1
4728,1
452,1
1609,1
1140,1
4225,1
2635,1
2079,1
4006,1
4875,1
3638,1
3266,1
5250,1
811,1
1333,1
1100,1
1396,1
4305,1
462,1
477,1
3925,1
4793,1
774,1
2555,1
5201,1
5433,1
235,1
4567,1
5697,1
3110,1
3248,1
1038,1
1763,1
890,1
4375,1
4414,1
4639,1
1319,1
4759,1
1001,1
4287,1
5559,1
4709,1
3950,1
4154,1
5051,1
2007,1
2121,1
899,1
4960,1
2676,1
1445,1
509,1
2097,1
4137,1
214,1
5146,1
4544,1
2131,1
1253,1
66,1
459,1
964,1
4636,1
4194,1
3654,1
4614,1
1103,1
4723,1
689,1
3519,1
845,1
2274,1
4024,1
4920,1
3564,1
2014,1
1271,1
176,1
496,1
3824,1
4944,1
268,1
417,1
3588,1
3402,1
1157,1
1044,1
1538,1
2041,1
4180,1
5340,1
5212,1
716,1
4206,1
1151,1
5717,1
3513,1
2459,1
4844,1
3066,1
4849,1
2943,1
4044,1
2651,1
1075,1
4391,1
1901,1
422,1
3800,1
5569,1
4913,1
2333,1
593,1
847,1
2359,1
3193,1
2480,1
5463,1
2613,1
4457,1
5099,1
534,1
1546,1
4453,1
5758,1
5515,1
458,1
4092,1
2682,1
2597,1
1642,1
1477,1
5600,1
181,1
4189,1
5751,1
4856,1
1946,1
536,1
1023,1
1760,1
609,1
1509,1
448,1
4695,1
449,1
5423,1
4861,1
2112,1
4103,1
1422,1
2948,1
3167,1
2169,1
1798,1
1128,1
2917,1
3370,1
2044,1
3347,1
3727,1
2478,1
2210,1
2148,1
5205,1
4898,1
5813,1
1251,1
2615,1
3279,1
4424,1
2687,1
4439,1
4500,1
5632,1
357,1
1627,1
3460,1
1099,1
656,1
4904,1
3413,1
4593,1
5725,1
4169,1
3246,1
1611,1
4474,1
5462,1
1313,1
883,1
4020,1
2165,1
5796,1
5815,1
1838,1
2120,1
5402,1
150,1
280,1
4226,1
4450,1
1496,1
240,1
2585,1
5795,1
226,1
5329,1
5186,1
5104,1
303,1
3949,1
5650,1
875,1
4157,1
4730,1
1943,1
87,1
2908,1
3811,1
5782,1
4265,1
348,1
5521,1
1239,1
5011,1
2001,1
165,1
335,1
2970,1
4316,1
1900,1
470,1
5608,1
2178,1
2000,1
5379,1
2700,1
4959,1
1663,1
1885,1
1022,1
2128,1
773,1
3730,1
4003,1
1997,1
1359,1
4066,1
1716,1
2984,1
4384,1
2124,1
117,1
2537,1
664,1
1063,1
842,1
3671,1
1557,1
97,1
1281,1
2475,1
3788,1
1369,1
775,1
3105,1
5780,1
2767,1
3399,1
5369,1
4778,1
1518,1
4336,1
5566,1
4210,1
4461,1
713,1
4604,1
1233,1
2166,1
2491,1
1877,1
4648,1
1786,1
3605,1
4186,1
815,1
5359,1
3469,1
2045,1
4784,1
2138,1
3185,1
1937,1
5528,1
5149,1
2730,1
1254,1
4965,1
2114,1
1033,1
198,1
3838,1
510,1
5588,1
5261,1
1282,1
2065,1
650,1
2402,1
1809,1
1726,1
2909,1
2746,1
3489,1
5281,1
1483,1
273,1
1135,1
3553,1
5065,1
4846,1
1962,1
3497,1
2781,1
1795,1
5499,1
4495,1
1769,1
4214,1
486,1
5736,1
3715,1
2223,1
2947,1
2037,1
555,1
398,1
3252,1
3774,1
2205,1
4815,1
2028,1
4470,1
1772,1
4690,1
4881,1
1520,1
1463,1
3796,1
1600,1
2338,1
2072,1
2419,1
4558,1
29,1
2244,1
1433,1
2033,1
4626,1
1262,1
2199,1
933,1
364,1
949,1
924,1
1208,1
1121,1
3277,1
249,1
1554,1
5127,1
194,1
3719,1
2799,1
1351,1
210,1
1385,1
3848,1
2108,1
1803,1
21,1
2278,1
1732,1
5577,1
4342,1
2177,1
5234,1
1778,1
5374,1
3386,1
5275,1
2656,1
2498,1
1591,1
5408,1
5683,1
3142,1
1227,1
3154,1
1474,1
3942,1
5638,1
5558,1
3135,1
315,1
2848,1
3701,1
2304,1
5727,1
2936,1
3814,1
4002,1
4185,1
3778,1
634,1
4810,1
3484,1
2432,1
5460,1
1164,1
3456,1
46,1
5513,1
3948,1
729,1
381,1
742,1
5615,1
2753,1
4697,1
5699,1
4792,1
4312,1
2368,1
127,1
787,1
2669,1
1697,1
1401,1
213,1
4853,1
5215,1
2062,1
4729,1
1965,1
5188,1
1875,1
659,1
3390,1
3994,1
2103,1
3828,1
238,1
5182,1
248,1
5282,1
4587,1
4015,1
1283,1
919,1
2495,1
5519,1
5814,1
4056,1
479,1
1922,1
740,1
2736,1
1225,1
1620,1
4028,1
814,1
3678,1
2583,1
816,1
3418,1
4124,1
4592,1
3058,1
5798,1
5060,1
4171,1
2303,1
4064,1
3147,1
3417,1
3737,1
355,1
1985,1
4036,1
1136,1
607,1
2188,1
2020,1
1484,1
3170,1
4162,1
884,1
5354,1
3289,1
4483,1
2620,1
4698,1
284,1
5316,1
5754,1
1478,1
1849,1
4073,1
2634,1
253,1
4684,1
3770,1
2501,1
293,1
1814,1
2684,1
3499,1
4466,1
3283,1
5805,1
3711,1
2295,1
3644,1
5179,1
2998,1
1255,1
1513,1
956,1
4780,1
5544,1
3011,1
1953,1
1915,1
2202,1
4399,1
4271,1
2884,1
2750,1
2326,1
468,1
4032,1
310,1
5507,1
4685,1
1989,1
4422,1
2640,1
2077,1
1457,1
4903,1
4468,1
2339,1
1179,1
3932,1
5017,1
3526,1
2974,1
1452,1
3221,1
212,1
615,1
5253,1
4492,1
5280,1
5413,1
2723,1
4683,1
375,1
2328,1
1737,1
3080,1
324,1
2931,1
3339,1
3596,1
4941,1
1278,1
3498,1
125,1
4493,1
2882,1
5406,1
4014,1
3689,1
5534,1
5124,1
1183,1
5430,1
5097,1
795,1
5426,1
1553,1
1896,1
4147,1
2271,1
2575,1
5766,1
4275,1
1003,1
1076,1
5283,1
3209,1
1242,1
3449,1
984,1
3494,1
2019,1
2922,1
276,1
4241,1
1681,1
4677,1
5532,1
1768,1
759,1
4199,1
4816,1
1973,1
4936,1
1669,1
975,1
1648,1
1475,1
2602,1
3406,1
166,1
2300,1
3916,1
1637,1
4566,1
3269,1
2115,1
371,1
3869,1
2397,1
4667,1
450,1
4580,1
4555,1
3860,1
4009,1
1307,1
3702,1
553,1
3565,1
4866,1
1638,1
2318,1
1602,1
4229,1
1273,1
1489,1
2084,1
3503,1
4423,1
2104,1
4096,1
4310,1
4065,1
1276,1
2351,1
1644,1
3350,1
2325,1
426,1
4786,1
3491,1
5611,1
4601,1
2950,1
3677,1
1400,1
3617,1
1514,1
2503,1
2623,1
2565,1
453,1
5621,1
3177,1
5105,1
3768,1
1916,1
3259,1
4200,1
4139,1
5522,1
2912,1
2605,1
2179,1
4398,1
1358,1
3235,1
3420,1
1846,1
1887,1
2926,1
604,1
1107,1
1761,1
1561,1
5487,1
3604,1
3505,1
3598,1
278,1
1779,1
1529,1
1009,1
4245,1
1264,1
903,1
4951,1
557,1
3892,1
1585,1
2921,1
660,1
629,1
3919,1
1435,1
882,1
474,1
5269,1
5465,1
3615,1
2890,1
5141,1
5203,1
3481,1
5672,1
204,1
1767,1
1516,1
5779,1
2218,1
1541,1
3132,1
5187,1
2118,1
4542,1
3530,1
2873,1
844,1
3332,1
5449,1
4349,1
5164,1
734,1
5716,1
1812,1
4289,1
1480,1
2878,1
3179,1
1123,1
782,1
5759,1
1851,1
230,1
4443,1
5132,1
5659,1
537,1
4681,1
4300,1
3999,1
4309,1
4735,1
1188,1
5244,1
578,1
4421,1
5483,1
678,1
2996,1
3034,1
5240,1
630,1
2551,1
5642,1
4869,1
3464,1
59,1
5748,1
1863,1
1005,1
1455,1
4582,1
445,1
2133,1
522,1
4645,1
4231,1
460,1
2810,1
469,1
8,1
4191,1
4609,1
4436,1
2276,1
5681,1
3663,1
4972,1
1111,1
11,1
3199,1
5339,1
626,1
4955,1
1072,1
2369,1
3400,1
1839,1
3244,1
3552,1
390,1
4090,1
2949,1
4354,1
3049,1
4655,1
3089,1
2430,1
2533,1
3931,1
4556,1
1935,1
901,1
1048,1
3095,1
4380,1
513,1
4084,1
252,1
1527,1
305,1
423,1
7475,1
8876,1
5147,1
8768,1
657,1
2269,1
2756,1
6964,1
1082,1
3707,1
6840,1
9400,1
1455,1
409,1
5196,1
5953,1
7527,1
2011,1
5999,1
3787,1
2551,1
1373,1
2937,1
1793,1
727,1
2967,1
7787,1
2501,1
2502,1
9381,1
1072,1
8914,1
5598,1
9192,1
5205,1
8673,1
8186,1
6440,1
7141,1
9311,1
4446,1
7839,1
2715,1
9216,1
5594,1
3675,1
687,1
1753,1
7531,1
1714,1
4163,1
10227,1
6743,1
53,1
1278,1
4664,1
6266,1
1442,1
2614,1
291,1
10226,1
7487,1
7673,1
8151,1
59,1
8140,1
9641,1
9471,1
6491,1
1466,1
